Full Name,First Name,Last Name,2K00,2K01,2K02,2K03,2K04,2K05,2K06,2K07,2K08,2K09,2K10,2K11,2K12,2K13,2K14,2K15,2K16,2K17,2K18,2K19,2K20,2K21,2K22,2K23,2k24,2k25,2k26
Jae'Sean Tate,Jae'Sean,Tate,,,,,,,,,,,,,,,,,,,,,,75,77,77,76,73,
Jake LaRavia,Jake,LaRavia,,,,,,,,,,,,,,,,,,,,,,,,71,72,74,
Jakob Poeltl,Jakob,Poeltl,,,,,,,,,,,,,,,,,,71,72,75,77,76,77,78,81,80,
Jalen McDaniels,Jalen,McDaniels,,,,,,,,,,,,,,,,,,,,,,70,74,73,76,72,
Jalen Smith,Jalen,Smith,,,,,,,,,,,,,,,,,,,,,,73,71,76,76,77,
James Bouknight,James,Bouknight,,,,,,,,,,,,,,,,,,,,,,,74,72,71,,
James Wiseman,James,Wiseman,,,,,,,,,,,,,,,,,,,,,,77,77,75,78,75,
JaMychal Green,JaMychal,Green,,,,,,,,,,,,,,,,69,67,73,75,75,78,72,76,76,75,,
Jared Butler,Jared,Butler,,,,,,,,,,,,,,,,,,,,,,,70,74,70,71,
Jarred Vanderbilt,Jarred,Vanderbilt,,,,,,,,,,,,,,,,,,,,69,70,70,79,78,79,78,
Jason Preston,Jason,Preston,,,,,,,,,,,,,,,,,,,,,,,70,70,70,69,
JaVale McGee,JaVale,McGee,,,,,,,,,,67,,59,70,74,75,74,75,72,76,77,79,78,76,77,76,,
Javonte Green,Javonte,Green,,,,,,,,,,,,,,,,,,,,,,72,72,76,75,74,
Jaxson Hayes,Jaxson,Hayes,,,,,,,,,,,,,,,,,,,,,74,76,76,76,74,73,
Jay Huff,Jay,Huff,,,,,,,,,,,,,,,,,,,,,,,,67,67,67,
Jay Scrubb,Jay,Scrubb,,,,,,,,,,,,,,,,,,,,,,,67,67,,,
Jaylen Nowell,Jaylen,Nowell,,,,,,,,,,,,,,,,,,,,,,71,74,75,76,,
Jaylin Williams,Jaylin,Williams,,,,,,,,,,,,,,,,,,,,,,,,70,75,75,
JD Davison,JD,Davison,,,,,,,,,,,,,,,,,,,,,,,,69,69,69,
Jeff Dowtin,Jeff,Dowtin,,,,,,,,,,,,,,,,,,,,,,,,67,69,70,
Jeff Green,Jeff,Green,,,,,,,,,77,78,74,77,,78,79,78,77,76,73,76,76,76,76,76,75,74,
Jerami Grant,Jerami,Grant,,,,,,,,,,,,,,,,68,69,73,73,75,77,77,82,82,81,82,
Jeremiah Robinson-Earl,Jeremiah,Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,70,73,75,72,
Jeremy Sochan,Jeremy,Sochan,,,,,,,,,,,,,,,,,,,,,,,,73,78,77,
Jericho Sims,Jericho,Sims,,,,,,,,,,,,,,,,,,,,,,,,71,74,72,
Jevon Carter,Jevon,Carter,,,,,,,,,,,,,,,,,,,,70,71,73,73,72,75,73,
Jock Landale,Jock,Landale,,,,,,,,,,,,,,,,,,,,,,,,70,74,76,
Joe Harris,Joe,Harris,,,,,,,,,,,,,,,,68,67,68,72,75,78,77,79,76,76,,
Joe Ingles,Joe,Ingles,,,,,,,,,,,,,,,,69,70,73,78,79,79,78,80,76,76,74,
Joe Wieskamp,Joe,Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,70,,,
John Konchar,John,Konchar,,,,,,,,,,,,,,,,,,,,,,72,74,75,72,72,
John Wall,John,Wall,,,,,,,,,,,,81,82,83,85,86,87,88,90,89,86,83,83,78,78,,
Johnny Davis,Johnny,Davis,,,,,,,,,,,,,,,,,,,,,,,,74,71,70,
Johnny Juzang,Johnny,Juzang,,,,,,,,,,,,,,,,,,,,,,,,68,68,69,
Jonas Valanciunas,Jonas,Valanciunas,,,,,,,,,,,,,,59,68,78,78,82,81,82,81,81,83,83,83,82,
Jonathan Isaac,Jonathan,Isaac,,,,,,,,,,,,,,,,,,,76,76,76,82,80,78,77,78,
Jonathan Kuminga,Jonathan,Kuminga,,,,,,,,,,,,,,,,,,,,,,,75,78,77,80,
Jonny Flynn,Jonny,Flynn,,,,,,,,,,,74,74,70,,,,,,,,,,,74,,,
Jordan Clarkson,Jordan,Clarkson,,,,,,,,,,,,,,,,70,75,77,77,76,78,78,79,77,80,78,
Jordan Hall,Jordan,Hall,,,,,,,,,,,,,,,,,,,,,,,,67,65,,
Jordan McLaughlin,Jordan,Jordan,,,,,,,,,,,,,,,,,,,,,,74,75,75,73,74,
Jordan Poole,Jordan,Poole,,,,,,,,,,,,,,,,,,,,,70,72,76,83,82,79,
Jordan Schakel,Jordan,Schakel,,,,,,,,,,,,,,,,,,,,,,,,67,67,,
Jose Alvarado,Jose,Alvarado,,,,,,,,,,,,,,,,,,,,,,,,76,76,76,
Josh Christopher,Josh,Christopher,,,,,,,,,,,,,,,,,,,,,,,70,75,74,70,
Josh Green,Josh,Green,,,,,,,,,,,,,,,,,,,,,,72,71,73,76,76,
Josh Jackson,Josh,Jackson,,,,,,,,,,,,,,,,,,,78,77,76,73,75,72,,,
Josh Minott,Josh,Minott,,,,,,,,,,,,,,,,,,,,,,,,68,70,70,
Josh Okogie,Josh,Okogie,,,,,,,,,,,,,,,,,,,,71,73,74,74,71,77,74,
Josh Primo,Josh,Primo,,,,,,,,,,,,,,,,,,,,,,,71,72,74,,
Josh Richardson,Josh,Richardson,,,,,,,,,,,,,,,,,66,75,74,78,80,80,76,76,75,75,
JT Thor,JT,Thor,,,,,,,,,,,,,,,,,,,,,,,70,70,71,70,
Juan Hernangomez,Juan,Hernangomez,,,,,,,,,,,,,,,,,,68,74,73,74,74,75,72,71,,
Juan Toscano-Anderson,Juan,Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,69,75,72,71,,
Julian Champagnie,Julian,Champagnie,,,,,,,,,,,,,,,,,,,,,,,,68,68,73,
Justin Champagnie,Justin,Champagnie,,,,,,,,,,,,,,,,,,,,,,,,70,70,71,
Justin Holiday,Justin,Holiday,,,,,,,,,,,,,,,,64,72,70,74,74,72,75,73,72,73,,
Justin Lewis,Justin,Lewis,,,,,,,,,,,,,,,,,,,,,,,,67,67,,
Justin Tillman,Justin,Tillman,,,,,,,,,,,,,,,,,,,,,,,,67,,,
Justise Winslow,Justise,Winslow,,,,,,,,,,,,,,,,,74,77,76,76,78,77,74,75,74,,
Jusuf Nurkic,Jusuf,Nurkic,,,,,,,,,,,,,,,,69,74,75,79,79,83,84,81,82,81,80,
Kai Jones,Kai,Jones,,,,,,,,,,,,,,,,,,,,,,,72,72,70,69,
Keegan Murray,Keegan,Murray,,,,,,,,,,,,,,,,,,,,,,,,76,80,80,
Keita Bates-Diop,Keita,Bates-Diop,,,,,,,,,,,,,,,,,,,,70,70,71,72,74,75,72,
Keldon Johnson,Keldon,Johnson,,,,,,,,,,,,,,,,,,,,,72,76,80,82,80,79,
Kelenna Azubuike,Kelenna,Azubuike,,,,,,,,69,72,77,70,71,,,,,,,,,,,,72,,,
Keljin Blevins,Keljin,Blevins,,,,,,,,,,,,,,,,,,,,,,,,69,,,
Kelly Olynyk,Kelly,Olynyk,,,,,,,,,,,,,,,62,74,74,76,75,77,78,76,78,76,78,79,
Kelly Oubre,Kelly,Oubre,,,,,,,,,,,,,,,,,71,70,74,76,78,81,77,79,79,79,
Kendrick Nunn,Kendrick,Nunn,,,,,,,,,,,,,,,,,,,,,,76,78,74,73,,
Kennedy Chandler,Kennedy,Chandler,,,,,,,,,,,,,,,,,,,,,,,,70,68,,
Kenneth Lofton,Kenneth,Lofton,,,,,,,,,,,,,,,,,,,,,,,,69,72,,
Kenrich Williams,Kenrich,Williams,,,,,,,,,,,,,,,,,,,,,72,71,74,75,76,73,
Kent Bazemore,Kent,Bazemore,,,,,,,,,,,,,,,70,74,72,78,74,77,75,74,74,71,,,
Kentavious Caldwell-Pope,Kentavious,Caldwell-Pope,,,,,,,,,,,,,,,70,72,73,79,79,76,76,75,74,76,78,78,
Keon Ellis,Keon,Ellis,,,,,,,,,,,,,,,,,,,,,,,,68,68,77,
Keon Johnson,Keon,Johnson,,,,,,,,,,,,,,,,,,,,,,,73,71,70,69,
Kessler Edwards,Kessler,Edwards,,,,,,,,,,,,,,,,,,,,,,,,71,70,69,
Kevin Huerter,Kevin,Huerter,,,,,,,,,,,,,,,,,,,,71,76,75,77,76,80,75,
Kevin Knox,Kevin,Knox,,,,,,,,,,,,,,,,,,,,75,76,72,72,71,70,,
Kevin Love,Kevin,Love,,,,,,,,,,77,72,74,81,89,88,89,81,82,87,86,83,82,78,80,77,76,
Kevin Porter,Kevin,Porter,,,,,,,,,,,,,,,,,,,,,72,75,77,77,78,76,
Kevon Harris,Kevon,Harris,,,,,,,,,,,,,,,,,,,,,,,,67,69,,
Kevon Looney,Kevon,Looney,,,,,,,,,,,,,,,,,69,70,70,71,77,74,73,75,79,76,
Khem Birch,Khem,Birch,,,,,,,,,,,,,,,,,,,,71,74,72,76,75,71,,
Khris Middleton,Khris,Middleton,,,,,,,,,,,,,,,60,75,78,81,81,84,85,86,88,86,85,85,
Killian Hayes,Killian,Hayes,,,,,,,,,,,,,,,,,,,,,,74,71,71,75,,
Killian Tillie,Killian,Tillie,,,,,,,,,,,,,,,,,,,,,,,69,69,,,
Kira Lewis,Kira,Lewis,,,,,,,,,,,,,,,,,,,,,,73,72,72,72,,
KJ Martin,KJ,Martin,,,,,,,,,,,,,,,,,,,,,,67,76,75,78,74,
Klay Thompson,Klay,Thompson,,,,,,,,,,,,,,72,75,82,87,90,90,89,89,89,87,83,85,81,
Kyle Anderson,Kyle,Anderson,,,,,,,,,,,,,,,,67,71,74,73,77,74,75,79,76,77,76,
Kyle Kuzma,Kyle,Kuzma,,,,,,,,,,,,,,,,,,,72,80,84,76,77,81,83,83,
Kyle Lowry,Kyle,Lowry,,,,,,,,70,76,74,69,75,76,83,82,85,83,86,87,85,85,87,83,82,76,76,
Lamar Stevens,Lamar,Stevens,,,,,,,,,,,,,,,,,,,,,,,71,75,73,,
Landry Shamet,Landry,Shamet,,,,,,,,,,,,,,,,,,,,71,76,74,73,73,75,,
Larry Nance Jr,Larry,Nance Jr,,,,,,,,,,,,,,,,,68,75,77,77,78,79,77,76,76,76,
Leandro Bolmaro,Leandro,Bolmaro,,,,,,,,,,,,,,,,,,,,,,,71,71,71,,
Lester Quinones,Lester,Quinones,,,,,,,,,,,,,,,,,,,,,,,,67,67,,
Lindell Wigginton,Lindell,Wigginton,,,,,,,,,,,,,,,,,,,,,,,,69,70,,
Lindy Waters III,Lindy,Waters III,,,,,,,,,,,,,,,,,,,,,,,,71,73,74,
Lonnie Walker,Lonnie,Walker,,,,,,,,,,,,,,,,,,,,73,73,73,75,75,76,74,
Lonzo Ball,Lonzo,Ball,,,,,,,,,,,,,,,,,,,80,79,79,77,82,82,81,79,
Luca Vildoza,Luca,Vildoza,,,,,,,,,,,,,,,,,,,,,,,71,71,,,
Luka Garza,Luka,Garza,,,,,,,,,,,,,,,,,,,,,,,,71,72,71,
Luke Kennard,Luke,Kennard,,,,,,,,,,,,,,,,,,,71,72,75,78,75,76,77,76,
Luke Kornet,Luke,Kornet,,,,,,,,,,,,,,,,,,,,65,71,73,,70,73,76,
Malaki Branham,Malaki,Branham,,,,,,,,,,,,,,,,,,,,,,,,72,76,75,
Malcolm Brogdon,Malcolm,Brogdon,,,,,,,,,,,,,,,,,,70,78,79,83,83,82,82,83,80,
Malik Beasley,Malik,Beasley,,,,,,,,,,,,,,,,,,69,72,72,77,77,80,75,75,75,
Malik Monk,Malik,Monk,,,,,,,,,,,,,,,,,,,75,74,75,75,76,76,82,80,
Marcus Garrett,Marcus,Garrett,,,,,,,,,,,,,,,,,,,,,,,,68,,,
Marcus Morris,Marcus,Morris,,,,,,,,,,,,,,63,68,75,73,76,77,77,78,78,78,77,76,,
Marcus Smart,Marcus,Smart,,,,,,,,,,,,,,,,76,74,76,79,78,82,80,79,82,82,80,
MarJon Beauchamp,MarJon,Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,71,73,73,
Mark Williams,Mark,Williams,,,,,,,,,,,,,,,,,,,,,,,,72,77,80,
Markelle Fultz,Markelle,Fultz,,,,,,,,,,,,,,,,,,,80,76,74,77,77,77,80,,
Markieff Morris,Markieff,Morris,,,,,,,,,,,,,,69,69,78,78,76,78,77,75,75,72,72,71,,
Marko Simonovic,Marko,Simonovic,,,,,,,,,,,,,,,,,,,,,,,70,70,70,,
Marquese Chriss,Marquese,Chriss,,,,,,,,,,,,,,,,,,71,76,74,,76,74,73,,,
Marvin Bagley,Marvin,Bagley,,,,,,,,,,,,,,,,,,,,78,83,81,78,76,78,76,
Mason Plumlee,Mason,Plumlee,,,,,,,,,,,,,,,61,77,76,78,77,76,77,77,79,75,79,77,
Matisse Thybulle,Matisse,Thybulle,,,,,,,,,,,,,,,,,,,,,72,75,75,77,76,74,
Max Christie,Max,Christie,,,,,,,,,,,,,,,,,,,,,,,,70,71,73,
Max Strus,Max,Strus,,,,,,,,,,,,,,,,,,,,,,68,73,76,78,77,
Maxi Kleber,Maxi,Kleber,,,,,,,,,,,,,,,,,,,68,73,74,76,76,75,75,74,
McKinley Wright,McKinley,Wright,,,,,,,,,,,,,,,,,,,,,,,,68,68,,
Mfiondu Kabengele,Mfiondu,Kabengele,,,,,,,,,,,,,,,,,,,,,,72,70,70,70,,
Mike Conley,Mike,Conley,,,,,,,,,,76,74,73,77,80,83,83,85,85,87,83,87,79,83,82,79,81,
Mike James,Mike,James,,,,64,62,71,78,84,76,,63,,,,,,,,,,,,,,,,
Mike Muscala,Mike,Muscala,,,,,,,,,,,,,,,,68,72,72,74,74,73,73,74,75,75,,
Miles McBride,Miles,McBride,,,,,,,,,,,,,,,,,,,,,,,70,71,74,76,
Mitchell Robinson,Mitchell,Robinson,,,,,,,,,,,,,,,,,,,,70,79,81,80,81,82,80,
Mo Bamba,Mo,Bamba,,,,,,,,,,,,,,,,,,,,77,77,76,76,79,76,73,
Moe Harkless,Moe,Harkless,,,,,,,,,,,,,,66,73,74,68,72,74,73,74,72,72,71,,,
Monte Morris,Monte,Morris,,,,,,,,,,,,,,,,,,,,70,77,77,78,79,78,75,
Montrezl Harrell,Montrezl,Harrell,,,,,,,,,,,,,,,,,69,70,74,76,83,82,77,76,75,,
Moritz Wagner,Moritz,Wagner,,,,,,,,,,,,,,,,,,,,72,71,76,74,75,76,77,
Moses Brown,Moses,Brown,,,,,,,,,,,,,,,,,,,,,,67,77,72,72,,
Moses Moody,Moses,Moody,,,,,,,,,,,,,,,,,,,,,,,73,73,73,76,
Moussa Diabate,Moussa,Diabate,,,,,,,,,,,,,,,,,,,,,,,,69,70,69,
Naji Marshall,Naji,Marshall,,,,,,,,,,,,,,,,,,,,,,,72,73,75,75,
Nassir Little,Nassir,Little,,,,,,,,,,,,,,,,,,,,,73,72,73,76,75,,
Nathan Knight,Nathan,Knight,,,,,,,,,,,,,,,,,,,,,,,71,71,72,,
Neemias Queta,Neemias,Queta,,,,,,,,,,,,,,,,,,,,,,,,70,70,71,
Nerlens Noel,Nerlens,Noel,,,,,,,,,,,,,,,72,76,77,77,78,77,77,76,78,76,74,,
Nick Richards,Nick,Richards,,,,,,,,,,,,,,,,,,,,,,,69,73,76,77,
Nickeil Alexander-Walker,Nickeil,Alexander-Walker,,,,,,,,,,,,,,,,,,,,,72,71,75,72,74,77,
Nicolas Batum,Nicolas,Batum,,,,,,,,,,71,64,69,74,79,79,79,77,79,79,77,77,73,77,76,74,75,
Nicolas Claxton,Nicolas,Claxton,,,,,,,,,,,,,,,,,,,,,72,73,76,76,84,81,
Nikola Jovic,Nikola,Jovic,,,,,,,,,,,,,,,,,,,,,,,,71,73,76,
Obi Toppin,Obi,Toppin,,,,,,,,,,,,,,,,,,,,,,76,76,76,78,80,
Ochai Agbaji,Ochai,Agbaji,,,,,,,,,,,,,,,,,,,,,,,,73,76,73,
Olivier Sarr,Olivier,Sarr,,,,,,,,,,,,,,,,,,,,,,,,67,68,,
Omer Yurtseven,Omer,Yurtseven,,,,,,,,,,,,,,,,,,,,,,,72,75,74,,
Oshae Brissett,Oshae,Brissett,,,,,,,,,,,,,,,,,,,,,,67,76,75,,,
Otto Porter,Otto,Porter,,,,,,,,,,,,,,,74,68,72,76,80,81,80,78,77,76,74,,
Ousmane Dieng,Ousmane,Dieng,,,,,,,,,,,,,,,,,,,,,,,,72,73,73,
Pat Connaughton,Pat,Connaughton,,,,,,,,,,,,,,,,,67,69,70,72,74,73,73,76,75,74,
Patrick Baldwin,Patrick,Baldwin,,,,,,,,,,,,,,,,,,,,,,,,70,71,71,
Patrick Beverley,Patrick,Beverley,,,,,,,,,,,,62,,,73,78,76,76,79,78,79,78,76,78,76,,
Patrick Mills,Patrick,Mills,,,,,,,,,,,,66,62,68,69,77,74,75,77,76,75,77,77,72,73,72,
Patrick Williams,Patrick,Williams,,,,,,,,,,,,,,,,,,,,,,75,75,75,77,76,
Paul Reed,Paul,Reed,,,,,,,,,,,,,,,,,,,,,,,72,73,76,75,
Payton Pritchard,Payton,Pritchard,,,,,,,,,,,,,,,,,,,,,,70,76,76,73,78,
Peyton Watson,Peyton,Watson,,,,,,,,,,,,,,,,,,,,,,,,70,73,75,
PJ Tucker,PJ,Tucker,,,,,,,,,,,,,,,65,76,75,75,76,76,79,76,74,77,75,71,
PJ Washington,PJ,Washington,,,,,,,,,,,,,,,,,,,,,72,77,78,78,77,79,
Precious Achiuwa,Precious,Achiuwa,,,,,,,,,,,,,,,,,,,,,,74,75,76,76,76,
Quentin Grimes,Quentin,Grimes,,,,,,,,,,,,,,,,,,,,,,,71,72,77,74,
Quinndary Weatherspoon,Quinndary,Weatherspoon,,,,,,,,,,,,,,,,,,,,,,68,,68,,,
Raul Neto,Raul,Neto,,,,,,,,,,,,,,,,,70,73,72,72,72,73,75,75,73,,
Reggie Bullock,Reggie,Bullock,,,,,,,,,,,,,,,64,69,67,70,68,76,74,72,74,75,76,,
Reggie Jackson,Reggie,Jackson,,,,,,,,,,,,,,67,67,78,78,82,77,79,80,76,80,77,74,74,
Richaun Holmes,Richaun,Holmes,,,,,,,,,,,,,,,,,67,70,76,75,75,78,79,75,74,74,
Ricky Rubio,Ricky,Rubio,,,,,,,,,,,,,67,78,78,79,77,77,79,79,78,79,78,78,75,,
RJ Hampton,RJ,Hampton,,,,,,,,,,,,,,,,,,,,,,72,73,72,72,,
RJ Nembhard,RJ,Nembhard,,,,,,,,,,,,,,,,,,,,,,,,67,,,
Robert Covington,Robert,Covington,,,,,,,,,,,,,,,,69,73,76,78,79,80,79,78,76,76,,
Robert Williams,Robert,Williams,,,,,,,,,,,,,,,,,,,,73,74,74,79,85,82,80,
Robin Lopez,Robin,Lopez,,,,,,,,,,71,,64,63,64,69,77,75,77,76,77,75,73,76,75,73,,
Rodney McGruder,Rodney,McGruder,,,,,,,,,,,,,,,,,,,74,74,72,71,73,71,72,,
Romeo Langford,Romeo,Langford,,,,,,,,,,,,,,,,,,,,,72,70,69,70,73,,
Ron Harper Jr,Ron,Harper Jr,,,,,,,,,,,,,,,,,,,,,,,,68,68,,
Royce O'Neale,Royce,O'Neale,,,,,,,,,,,,,,,,,,,69,74,73,74,76,74,76,75,
Rudy Gay,Rudy,Gay,,,,,,,,79,82,87,78,81,86,87,86,82,83,80,81,78,81,79,78,75,74,,
Rui Hachimura,Rui,Hachimura,,,,,,,,,,,,,,,,,,,,,74,79,78,76,79,79,
Russell Westbrook,Russell,Westbrook,,,,,,,,,,77,77,81,88,93,90,88,89,93,94,93,90,88,86,78,81,77,
Ryan Rollins,Ryan,Rollins,,,,,,,,,,,,,,,,,,,,,,,,68,68,71,
Saben Lee,Saben,Lee,,,,,,,,,,,,,,,,,,,,,,,75,74,71,,
Saddiq Bey,Saddiq,Bey,,,,,,,,,,,,,,,,,,,,,,72,78,80,78,77,
Sam Hauser,Sam,Hauser,,,,,,,,,,,,,,,,,,,,,,,,71,73,75,
Sam Merrill,Sam,Merrill,,,,,,,,,,,,,,,,,,,,,,,71,71,70,74,
Sandro Mamukelashvili,Sandro,Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,71,72,73,
Santiago Aldama,Santiago,Aldama,,,,,,,,,,,,,,,,,,,,,,,,70,75,76,
Scottie Pippen Jr,Scottie,Pippen Jr,,,,,,,,,,,,,,,,,,,,,,,,68,68,74,
Serge Ibaka,Serge,Ibaka,,,,,,,,,,,,,75,80,85,84,80,79,80,79,81,80,79,75,73,,
Seth Curry,Seth,Curry,,,,,,,,,,,,,,,63,65,67,72,77,75,74,78,77,78,76,73,
Shake Milton,Shake,Milton,,,,,,,,,,,,,,,,,,,,,71,75,76,74,76,72,
Simone Fontecchio,Simone,Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,72,72,76,
Spencer Dinwiddie,Spencer,Dinwiddie,,,,,,,,,,,,,,,,69,70,67,73,79,82,83,82,80,81,74,
Stanley Johnson,Stanley,Johnson,,,,,,,,,,,,,,,,,73,75,73,74,73,71,74,72,73,,
Sterling Brown,Sterling,Brown,,,,,,,,,,,,,,,,,,,68,70,73,71,72,70,72,,
Steven Adams,Steven,Adams,,,,,,,,,,,,,,,57,74,76,81,82,84,82,82,79,82,80,79,
Taj Gibson,Taj,Gibson,,,,,,,,,,,55,69,73,77,76,80,76,76,76,76,77,77,76,74,73,71,
Talen Horton-Tucker,Talen,Horton-Tucker,,,,,,,,,,,,,,,,,,,,,70,72,76,74,78,,
Tari Eason,Tari,Eason,,,,,,,,,,,,,,,,,,,,,,,,72,78,79,
Taurean Prince,Taurean,Prince,,,,,,,,,,,,,,,,,,71,75,79,77,73,74,76,75,75,
Terance Mann,Terance,Mann,,,,,,,,,,,,,,,,,,,,,69,71,77,75,76,76,
Terence Davis,Terence,Davis,,,,,,,,,,,,,,,,,,,,,,76,74,76,75,,
Terrence Ross,Terrence,Ross,,,,,,,,,,,,,,71,70,76,73,75,75,74,79,78,78,75,75,,
Terry Rozier,Terry,Rozier,,,,,,,,,,,,,,,,,69,71,74,79,78,79,82,82,80,80,
Terry Taylor,Terry,Taylor,,,,,,,,,,,,,,,,,,,,,,,,74,71,,
Thaddeus Young,Thaddeus,Young,,,,,,,,,66,72,75,71,74,75,74,78,75,79,77,78,79,76,79,74,75,,
Thanasis Antetokounmpo,Thanasis,Antetokounmpo,,,,,,,,,,,,,,,,,,,,,70,70,71,72,72,,
Theo Maledon,Theo,Maledon,,,,,,,,,,,,,,,,,,,,,,70,74,72,72,,
Theo Pinson,Theo,Pinson,,,,,,,,,,,,,,,,,,,,,69,69,68,68,72,,
Thomas Bryant,Thomas,Bryant,,,,,,,,,,,,,,,,,,,68,68,78,79,79,76,75,71,
Tim Hardaway Jr,Tim,Hardaway Jr,,,,,,,,,,,,,,,69,77,73,71,80,78,77,78,79,77,78,76,
TJ McConnell,TJ,McConnell,,,,,,,,,,,,,,,,,70,73,75,75,75,75,78,75,77,79,
TJ Warren,TJ,Warren,,,,,,,,,,,,,,,,72,72,76,78,80,80,85,82,79,76,,
Tobias Harris,Tobias,Harris,,,,,,,,,,,,,,67,75,76,79,78,78,82,85,84,85,82,81,80,
Tony Bradley,Tony,Bradley,,,,,,,,,,,,,,,,,,,69,70,70,75,74,74,72,,
Torrey Craig,Torrey,Craig,,,,,,,,,,,,,,,,,,,70,70,74,74,76,74,75,74,
Tre Jones,Tre,Jones,,,,,,,,,,,,,,,,,,,,,,,71,74,78,78,
Tre Mann,Tre,Mann,,,,,,,,,,,,,,,,,,,,,,,72,75,75,76,
Trendon Watford,Trendon,Watford,,,,,,,,,,,,,,,,,,,,,,,,74,76,74,
Trent Forrest,Trent,Forrest,,,,,,,,,,,,,,,,,,,,,,,69,71,70,,
Trevelin Queen,Trevelin,Queen,,,,,,,,,,,,,,,,,,,,,,,,67,67,67,
Trevor Hudgins,Trevor,Hudgins,,,,,,,,,,,,,,,,,,,,,,,,68,68,,
Trevor Keels,Trevor,Keels,,,,,,,,,,,,,,,,,,,,,,,,68,68,,
Trey Burke,Trey,Burke,,,,,,,,,,,,,,,73,75,73,73,71,75,,76,75,71,,,
Trey Lyles,Trey,Lyles,,,,,,,,,,,,,,,,,72,72,74,76,75,75,73,75,78,75,
Troy Brown,Troy,Brown,,,,,,,,,,,,,,,,,,,,71,73,78,71,72,73,,
Ty Jerome,Ty,Jerome,,,,,,,,,,,,,,,,,,,,,72,71,75,72,74,72,
Tyler Dorsey,Tyler,Dorsey,,,,,,,,,,,,,,,,,,,68,70,68,68,68,68,68,,
Tyler Hall,Tyler,Hall,,,,,,,,,,,,,,,,,,,,,,,,66,,,
TyTy Washington,TyTy,Washington,,,,,,,,,,,,,,,,,,,,,,,,71,72,71,
Tyus Jones,Tyus,Jones,,,,,,,,,,,,,,,,,69,71,73,74,73,76,75,77,79,78,
Udonis Haslem,Udonis,Haslem,,,,,67,74,80,,79,82,70,71,68,70,70,72,71,70,70,70,70,70,70,70,70,,
Usman Garuba,Usman,Garuba,,,,,,,,,,,,,,,,,,,,,,,72,73,73,,
Vernon Carey,Vernon,Carey,,,,,,,,,,,,,,,,,,,,,,,72,73,72,,
Victor Oladipo,Victor,Oladipo,,,,,,,,,,,,,,,76,78,80,79,79,88,87,82,80,78,75,,
Vince Williams Jr,Vince,Williams Jr,,,,,,,,,,,,,,,,,,,,,,,,69,69,77,
Vit Krejci,Vit,Krejci,,,,,,,,,,,,,,,,,,,,,,,,70,70,70,
Vlatko Cancar,Vlatko,Cancar,,,,,,,,,,,,,,,,,,,,,,70,70,71,73,72,
Wendell Carter,Wendell,Carter,,,,,,,,,,,,,,,,,,,,77,78,79,80,83,81,80,
Wendell Moore,Wendell,Moore,,,,,,,,,,,,,,,,,,,,,,,,71,71,70,
Wenyen Gabriel,Wenyen,Gabriel,,,,,,,,,,,,,,,,,,,,,,70,70,71,74,,
Wesley Matthews,Wesley,Matthews,,,,,,,,,,,,66,73,77,77,78,79,78,77,77,76,75,,72,72,,
Will Barton,Will,Barton,,,,,,,,,,,,,,,61,70,73,78,77,79,78,79,77,77,72,,
Willie Cauley-Stein,Willie,Cauley-Stein,,,,,,,,,,,,,,,,,74,72,76,79,79,77,75,73,72,,
Willy Hernangomez,Willy,Hernangomez,,,,,,,,,,,,,,,,,,69,77,76,76,75,75,74,75,,
Xavier Moon,Xavier,Moon,,,,,,,,,,,,,,,,,,,,,,,,67,67,,
Xavier Sneed,Xavier,Sneed,,,,,,,,,,,,,,,,,,,,,,,,68,68,,
Xavier Tillman,Xavier,Tillman,,,,,,,,,,,,,,,,,,,,,,,76,75,77,74,
Yuta Watanabe,Yuta,Watanabe,,,,,,,,,,,,,,,,,,,,,,68,74,72,74,,
Zach Collins,Zach,Collins,,,,,,,,,,,,,,,,,,,73,70,74,75,73,74,78,78,
Zeke Nnaji,Zeke,Nnaji,,,,,,,,,,,,,,,,,,,,,,71,72,76,74,72,
Ziaire Williams,Ziaire,Williams,,,,,,,,,,,,,,,,,,,,,,,72,74,72,73,
A.C. Green,A.C.,Green,67.00,,,,,,,,,,,,,,,,,,,,,,,,,,
A.J. Bramlett,A.J.,Bramlett,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.J. English,A.J.,English,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.J. Wynder,A.J.,Wynder,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aamir Simms,Aamir,Simms,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaric Murray,Aaric,Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Anderson,Aaron,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Brooks,Aaron,Brooks,,,,,,,,,74,74,71,80,,77,76,73,75,73,73,,,,,,,,
Aaron Craft,Aaron,Craft,,,,,,,,,,,,,,,,,,,,,,,,,,,
